dataset,family,pipeline,pipeline_id,rep_index,algorithm,t_total,t_build,t_config,t_cpgm,t_classify,t_context,t_score_ip,t_score_if,t_score_ir,t_report,ip_score,ip_passed,ip_total,ip_full,ip_none,if_score,if_passed,if_total,if_scored_1,if_scored_0,if_undefined,if_undefined_rate,ir_score,ir_passed,ir_total,ir_full,ir_partial,ir_local,fairness_passed
bsbm_1m,rdf2pg,gdm,20260704T132807Z,0,rdf2pg_gdm,1102.11479,77.38107,0.00378,901.13153,53.93812,77.38109,1.13949,5.91218,25.60236,37.00513,0.94432,False,1000312,944612,55700,0.07835,False,1293447,92737,1090865,109845,0.08492,1.0,True,1668095,1668095,0,0,False
bsbm_1m,rdf2pg,gdm,20260704T132807Z,1,rdf2pg_gdm,1096.03174,76.75362,0.00211,897.0014,53.52174,76.75365,1.20706,5.77917,25.18117,36.58441,0.94432,False,1000312,944612,55700,0.07835,False,1293447,92737,1090865,109845,0.08492,1.0,True,1668095,1668095,0,0,False
bsbm_1m,rdf2pg,gdm,20260704T132807Z,2,rdf2pg_gdm,1097.20765,76.33872,0.00198,894.94011,53.81605,76.33873,1.11897,5.63589,25.32441,40.03051,0.94432,False,1000312,944612,55700,0.07835,False,1293447,92737,1090865,109845,0.08492,1.0,True,1668095,1668095,0,0,False
bsbm_1m,kg2pg,nonparsi,20260704T151402Z,0,kg2pg,1102.75338,84.52555,0.00195,884.16164,54.33457,84.52557,1.14583,6.30094,5.72366,66.5582,1.0,True,1000312,1000312,0,0.32114,False,1293447,415374,878073,0,0.0,0.76642,False,2222983,1703749,0,519234,False
bsbm_1m,kg2pg,nonparsi,20260704T151402Z,1,kg2pg,1082.21258,83.60793,0.0023,865.30837,54.85897,83.60794,1.07991,6.20845,5.38868,65.75693,1.0,True,1000312,1000312,0,0.32114,False,1293447,415374,878073,0,0.0,0.76642,False,2222983,1703749,0,519234,False
bsbm_1m,kg2pg,nonparsi,20260704T151402Z,2,kg2pg,1090.2486,84.62007,0.00205,870.34449,54.97838,84.62008,1.09134,6.11981,5.79544,67.29607,1.0,True,1000312,1000312,0,0.32114,False,1293447,415374,878073,0,0.0,0.76642,False,2222983,1703749,0,519234,False
bsbm_1m,kg2pg,parsi,20260704T144438Z,0,kg2pg,575.92122,83.32469,0.00422,394.8971,45.7006,83.3247,1.10523,4.89735,2.90837,43.08261,1.0,True,1000312,1000312,0,0.74943,False,1293447,969349,324098,0,0.0,0.95702,True,1295915,1240215,0,55700,False
bsbm_1m,kg2pg,parsi,20260704T144438Z,1,kg2pg,578.83628,83.79152,0.00214,393.96926,46.62504,83.79153,1.16609,4.98145,2.86407,45.43564,1.0,True,1000312,1000312,0,0.74943,False,1293447,969349,324098,0,0.0,0.95702,True,1295915,1240215,0,55700,False
bsbm_1m,kg2pg,parsi,20260704T144438Z,2,kg2pg,574.03814,83.30228,0.00196,393.12169,45.85958,83.30229,1.03684,4.88476,2.83305,42.99685,1.0,True,1000312,1000312,0,0.74943,False,1293447,969349,324098,0,0.0,0.95702,True,1295915,1240215,0,55700,False
bsbm_1m,rdf2pg,sdm,20260704T130901Z,0,rdf2pg_sdm,371.60705,57.59237,0.00201,236.73952,53.81447,57.59239,1.55355,2.84976,1.86024,17.19408,0.0,False,1000312,0,1000312,0.99832,True,1293447,90448,152,1202847,0.92995,0.0,False,1000312,0,0,1000312,False
bsbm_1m,rdf2pg,sdm,20260704T130901Z,1,rdf2pg_sdm,368.50816,58.81459,0.00186,232.85505,53.38364,58.81461,1.53835,2.85581,1.95177,17.10605,0.0,False,1000312,0,1000312,0.99832,True,1293447,90448,152,1202847,0.92995,0.0,False,1000312,0,0,1000312,False
bsbm_1m,rdf2pg,sdm,20260704T130901Z,2,rdf2pg_sdm,375.20662,57.99059,0.003,238.38618,53.66665,57.9906,1.50695,2.72113,2.06148,18.8696,0.0,False,1000312,0,1000312,0.99832,True,1293447,90448,152,1202847,0.92995,0.0,False,1000312,0,0,1000312,False
bsbm_enr,rdf2pg,cdm,20260703T081039Z,0,rdf2pg_cdm,42.19108,8.18479,0.00268,23.9436,4.65858,8.1848,0.18575,0.50545,0.21047,4.49883,0.94865,False,99309,94209,5100,0.877,False,132413,107191,15034,10188,0.07694,0.56619,False,114462,15153,99309,0,False
bsbm_enr,rdf2pg,cdm,20260703T081039Z,1,rdf2pg_cdm,41.9723,7.91339,0.00314,23.63836,4.71715,7.9134,0.18284,0.52472,0.26286,4.729,0.94865,False,99309,94209,5100,0.877,False,132413,107191,15034,10188,0.07694,0.56619,False,114462,15153,99309,0,False
bsbm_enr,rdf2pg,cdm,20260703T081039Z,2,rdf2pg_cdm,41.43251,7.89521,0.00217,23.59646,4.53632,7.89522,0.18643,0.52016,0.22079,4.47412,0.94865,False,99309,94209,5100,0.877,False,132413,107191,15034,10188,0.07694,0.56619,False,114462,15153,99309,0,False
bsbm_enr,rdf2pg,gdm,20260703T080502Z,0,rdf2pg_gdm,110.89806,7.97163,0.00204,90.56537,5.59826,7.97164,0.08354,0.58048,0.41023,5.68557,0.94865,False,99309,94209,5100,0.08208,False,132413,10032,112193,10188,0.07694,1.0,True,166599,166599,0,0,False
bsbm_enr,rdf2pg,gdm,20260703T080502Z,1,rdf2pg_gdm,110.47498,8.28409,0.00198,91.33651,5.45112,8.28411,0.07984,0.53383,0.41905,4.36764,0.94865,False,99309,94209,5100,0.08208,False,132413,10032,112193,10188,0.07694,1.0,True,166599,166599,0,0,False
bsbm_enr,rdf2pg,gdm,20260703T080502Z,2,rdf2pg_gdm,109.97499,7.86003,0.00195,91.14241,5.30699,7.86004,0.08912,0.61099,0.46893,4.49359,0.94865,False,99309,94209,5100,0.08208,False,132413,10032,112193,10188,0.07694,1.0,True,166599,166599,0,0,False
bsbm_enr,kg2pg,nonparsi,20260703T081602Z,0,kg2pg,112.8029,11.11737,0.00205,91.59606,3.56425,11.11738,0.09955,0.61964,0.59685,5.20621,0.99996,True,99309,99305,4,0.31879,False,132413,42210,90197,6,5e-05,0.76679,False,223508,171384,0,52124,False
bsbm_enr,kg2pg,nonparsi,20260703T081602Z,1,kg2pg,112.06037,10.72808,0.00203,90.91629,3.79954,10.72809,0.08083,0.60498,0.71377,5.21391,0.99996,True,99309,99305,4,0.31879,False,132413,42210,90197,6,5e-05,0.76679,False,223508,171384,0,52124,False
bsbm_enr,kg2pg,nonparsi,20260703T081602Z,2,kg2pg,111.18198,10.64052,0.00298,89.2836,3.85825,10.64053,0.08067,0.57141,0.52688,6.21673,0.99996,True,99309,99305,4,0.31879,False,132413,42210,90197,6,5e-05,0.76679,False,223508,171384,0,52124,False
bsbm_enr,kg2pg,parsi,20260703T081255Z,0,kg2pg,59.70044,8.47265,0.00193,40.419,4.69633,8.47266,0.08113,0.48533,0.30248,5.24071,0.99996,True,99309,99305,4,0.77099,False,132413,102085,30322,6,5e-05,0.96061,True,129460,124360,0,5100,False
bsbm_enr,kg2pg,parsi,20260703T081255Z,1,kg2pg,57.89377,8.08999,0.00207,39.41754,4.56423,8.09,0.08865,0.52375,0.36301,4.84357,0.99996,True,99309,99305,4,0.77099,False,132413,102085,30322,6,5e-05,0.96061,True,129460,124360,0,5100,False
bsbm_enr,kg2pg,parsi,20260703T081255Z,2,kg2pg,59.06625,8.42051,0.00199,40.00788,4.53466,8.42052,0.07822,0.45536,0.27253,5.2942,0.99996,True,99309,99305,4,0.77099,False,132413,102085,30322,6,5e-05,0.96061,True,129460,124360,0,5100,False
bsbm_enr,rdf2pg,sdm,20260703T080304Z,0,rdf2pg_sdm,37.55309,5.38056,0.00182,23.24089,4.77196,5.38057,0.14388,0.2974,0.25126,3.4643,0.0,False,99309,0,99309,0.99992,True,132413,12862,1,119550,0.90286,0.0,False,99309,0,0,99309,False
bsbm_enr,rdf2pg,sdm,20260703T080304Z,1,rdf2pg_sdm,37.05486,5.75727,0.00182,22.83301,5.05223,5.75728,0.16905,0.29617,0.18757,2.75662,0.0,False,99309,0,99309,0.99992,True,132413,12862,1,119550,0.90286,0.0,False,99309,0,0,99309,False
bsbm_enr,rdf2pg,sdm,20260703T080304Z,2,rdf2pg_sdm,37.0445,5.33913,0.00181,23.41578,4.76977,5.33914,0.17863,0.3698,0.23698,2.73151,0.0,False,99309,0,99309,0.99992,True,132413,12862,1,119550,0.90286,0.0,False,99309,0,0,99309,False
dbpedia_geo_200k,rdf2pg,cdm,20260703T134926Z,0,rdf2pg_cdm,78.30806,13.56271,0.00183,44.5246,10.5872,13.56272,0.40501,1.05881,1.80515,6.3617,0.99479,True,194222,193211,1011,0.98965,True,299829,295066,3085,1678,0.0056,0.54167,False,211971,17664,194307,0,True
dbpedia_geo_200k,rdf2pg,cdm,20260703T134926Z,1,rdf2pg_cdm,77.09031,14.20577,0.0018,43.39297,9.97582,14.20578,0.41256,1.08725,1.85364,6.15965,0.99479,True,194222,193211,1011,0.98965,True,299829,295066,3085,1678,0.0056,0.54167,False,211971,17664,194307,0,True
dbpedia_geo_200k,rdf2pg,cdm,20260703T134926Z,2,rdf2pg_cdm,78.15281,13.63849,0.00188,43.72254,10.56221,13.6385,0.39414,1.096,1.85353,6.88312,0.99479,True,194222,193211,1011,0.98965,True,299829,295066,3085,1678,0.0056,0.54167,False,211971,17664,194307,0,True
dbpedia_geo_200k,rdf2pg,gdm,20260703T133745Z,0,rdf2pg_gdm,228.72843,15.08997,0.00207,188.32765,10.85337,15.08998,0.17536,1.20389,0.92785,12.1473,0.99479,True,194222,193211,1011,0.0489,False,299829,14579,283572,1678,0.0056,1.0,True,343850,343850,0,0,False
dbpedia_geo_200k,rdf2pg,gdm,20260703T133745Z,1,rdf2pg_gdm,230.75101,15.13701,0.00201,190.81363,10.73173,15.13703,0.19179,1.2132,0.93016,11.73053,0.99479,True,194222,193211,1011,0.0489,False,299829,14579,283572,1678,0.0056,1.0,True,343850,343850,0,0,False
dbpedia_geo_200k,rdf2pg,gdm,20260703T133745Z,2,rdf2pg_gdm,233.78272,14.53406,0.00198,194.15354,10.56786,14.53408,0.19482,1.29015,1.08081,11.93928,0.99479,True,194222,193211,1011,0.0489,False,299829,14579,283572,1678,0.0056,1.0,True,343850,343850,0,0,False
dbpedia_geo_200k,kg2pg,nonparsi,20260703T135917Z,0,kg2pg,235.51873,21.43634,0.00192,190.2941,6.8093,21.43635,0.18911,1.40647,1.16301,14.21752,1.0,True,194222,194222,0,0.25693,False,299829,77036,222793,0,0.0,0.7228,False,475703,343840,0,131863,False
dbpedia_geo_200k,kg2pg,nonparsi,20260703T135917Z,1,kg2pg,227.72502,21.49741,0.00353,183.50977,7.23542,21.49743,0.16605,1.27751,1.14687,12.88743,1.0,True,194222,194222,0,0.25693,False,299829,77036,222793,0,0.0,0.7228,False,475703,343840,0,131863,False
dbpedia_geo_200k,kg2pg,nonparsi,20260703T135917Z,2,kg2pg,228.61279,21.38694,0.00222,184.47507,6.82519,21.38696,0.1832,1.2912,1.17472,13.27326,1.0,True,194222,194222,0,0.25693,False,299829,77036,222793,0,0.0,0.7228,False,475703,343840,0,131863,False
dbpedia_geo_200k,kg2pg,parsi,20260703T135328Z,0,kg2pg,113.15277,14.08232,0.00189,76.39217,10.44323,14.08234,0.17678,0.95769,0.60467,10.49312,0.92191,False,194222,179056,15166,0.81738,False,299829,224675,50198,24956,0.08323,0.87928,False,259488,228163,0,31325,False
dbpedia_geo_200k,kg2pg,parsi,20260703T135328Z,1,kg2pg,110.96698,14.06451,0.00205,75.54335,10.45015,14.06452,0.19754,0.95439,0.54314,9.21091,0.92191,False,194222,179056,15166,0.81738,False,299829,224675,50198,24956,0.08323,0.87928,False,259488,228163,0,31325,False
dbpedia_geo_200k,kg2pg,parsi,20260703T135328Z,2,kg2pg,110.12829,14.59003,0.00222,74.48449,10.52352,14.59004,0.19173,0.97598,0.60024,8.7591,0.92191,False,194222,179056,15166,0.81738,False,299829,224675,50198,24956,0.08323,0.87928,False,259488,228163,0,31325,False
dbpedia_geo_200k,rdf2pg,sdm,20260703T133403Z,0,rdf2pg_sdm,71.99272,11.09313,0.0018,42.14639,10.10579,11.09314,0.29075,0.79178,1.97784,5.58427,0.0,False,194222,0,194222,0.9658,True,299829,87189,3087,209553,0.69891,0.0,False,194307,0,0,194307,False
dbpedia_geo_200k,rdf2pg,sdm,20260703T133403Z,1,rdf2pg_sdm,71.47337,11.05391,0.00175,42.63356,10.36876,11.05392,0.29228,0.71642,2.08068,4.32504,0.0,False,194222,0,194222,0.9658,True,299829,87189,3087,209553,0.69891,0.0,False,194307,0,0,194307,False
dbpedia_geo_200k,rdf2pg,sdm,20260703T133403Z,2,rdf2pg_sdm,72.9236,11.1966,0.00179,43.44335,10.04699,11.19661,0.28543,0.71569,2.0789,5.15388,0.0,False,194222,0,194222,0.9658,True,299829,87189,3087,209553,0.69891,0.0,False,194307,0,0,194307,False
django_bnode,rdf2pg,cdm,20260703T082156Z,0,rdf2pg_cdm,1.01671,0.00047,0.00185,0.01788,0.00216,0.00047,3e-05,0.00015,5e-05,0.99368,0.2,False,5,1,4,1.0,True,11,6,0,5,0.45455,0.5625,False,8,2,5,1,False
django_bnode,rdf2pg,cdm,20260703T082156Z,1,rdf2pg_cdm,0.95227,0.00048,0.00203,0.0155,0.00213,0.00049,3e-05,0.00016,5e-05,0.93145,0.2,False,5,1,4,1.0,True,11,6,0,5,0.45455,0.5625,False,8,2,5,1,False
django_bnode,rdf2pg,cdm,20260703T082156Z,2,rdf2pg_cdm,0.9732,0.00058,0.00182,0.01532,0.00224,0.00058,4e-05,0.00027,6e-05,0.95241,0.2,False,5,1,4,1.0,True,11,6,0,5,0.45455,0.5625,False,8,2,5,1,False
django_bnode,rdf2pg,gdm,20260703T082151Z,0,rdf2pg_gdm,1.0271,0.00068,0.00217,0.01751,0.00203,0.00069,3e-05,9e-05,5e-05,1.0041,0.2,False,5,1,4,0.33333,False,11,2,4,5,0.45455,0.90909,False,11,10,0,1,False
django_bnode,rdf2pg,gdm,20260703T082151Z,1,rdf2pg_gdm,1.07148,0.00082,0.002,0.01774,0.00203,0.00083,5e-05,0.00016,7e-05,1.04812,0.2,False,5,1,4,0.33333,False,11,2,4,5,0.45455,0.90909,False,11,10,0,1,False
django_bnode,rdf2pg,gdm,20260703T082151Z,2,rdf2pg_gdm,1.06002,0.0006,0.00206,0.01742,0.00197,0.0006,3e-05,9e-05,5e-05,1.03736,0.2,False,5,1,4,0.33333,False,11,2,4,5,0.45455,0.90909,False,11,10,0,1,False
django_bnode,kg2pg,nonparsi,20260703T082209Z,0,kg2pg,1.06133,0.00075,0.00224,0.01953,0.00228,0.00076,6e-05,0.00014,0.00012,1.03568,0.0,False,5,0,5,0.25,False,11,1,3,7,0.63636,0.78571,False,14,11,0,3,False
django_bnode,kg2pg,nonparsi,20260703T082209Z,1,kg2pg,1.07075,0.00054,0.00269,0.01988,0.00221,0.00054,3e-05,9e-05,6e-05,1.04482,0.0,False,5,0,5,0.25,False,11,1,3,7,0.63636,0.78571,False,14,11,0,3,False
django_bnode,kg2pg,nonparsi,20260703T082209Z,2,kg2pg,1.24526,0.00061,0.00335,0.02044,0.00224,0.00062,4e-05,9e-05,7e-05,1.21794,0.0,False,5,0,5,0.25,False,11,1,3,7,0.63636,0.78571,False,14,11,0,3,False
django_bnode,kg2pg,parsi,20260703T082202Z,0,kg2pg,1.02871,0.00058,0.00263,0.0181,0.00204,0.00058,3e-05,0.0001,5e-05,1.00477,0.0,False,5,0,5,0.75,False,11,3,1,7,0.63636,0.9,False,10,9,0,1,False
django_bnode,kg2pg,parsi,20260703T082202Z,1,kg2pg,1.05867,0.00062,0.00198,0.01784,0.00222,0.00063,4e-05,8e-05,5e-05,1.03539,0.0,False,5,0,5,0.75,False,11,3,1,7,0.63636,0.9,False,10,9,0,1,False
django_bnode,kg2pg,parsi,20260703T082202Z,2,kg2pg,1.05329,0.00108,0.00277,0.02186,0.00388,0.00108,4e-05,0.00011,8e-05,1.02291,0.0,False,5,0,5,0.75,False,11,3,1,7,0.63636,0.9,False,10,9,0,1,False
django_bnode,rdf2pg,sdm,20260703T082146Z,0,rdf2pg_sdm,0.97884,0.0007,0.002,0.02168,0.00326,0.00071,6e-05,0.0001,7e-05,0.9446,0.0,False,5,0,5,1.0,True,11,3,0,8,0.72727,0.0,False,5,0,0,5,False
django_bnode,rdf2pg,sdm,20260703T082146Z,1,rdf2pg_sdm,0.96428,0.00041,0.00174,0.01439,0.00199,0.00041,3e-05,6e-05,4e-05,0.94518,0.0,False,5,0,5,1.0,True,11,3,0,8,0.72727,0.0,False,5,0,0,5,False
django_bnode,rdf2pg,sdm,20260703T082146Z,2,rdf2pg_sdm,0.95283,0.00041,0.00172,0.01582,0.00219,0.00041,3e-05,6e-05,5e-05,0.93208,0.0,False,5,0,5,1.0,True,11,3,0,8,0.72727,0.0,False,5,0,0,5,False
external_cpgm_if_t1,prebuilt,external_cpgm_if_t1,20260703T080239Z,0,rdf2pg_sdm,0.87356,0.00085,0.0016,0.01385,0.00285,0.00086,2e-05,7e-05,5e-05,0.85384,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,9,9,0,0,False
external_cpgm_if_t1,prebuilt,external_cpgm_if_t1,20260703T080239Z,1,rdf2pg_sdm,0.88414,0.00099,0.00164,0.01411,0.0027,0.00099,2e-05,7e-05,5e-05,0.86413,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,9,9,0,0,False
external_cpgm_if_t1,prebuilt,external_cpgm_if_t1,20260703T080239Z,2,rdf2pg_sdm,0.93711,0.00085,0.00307,0.02065,0.00285,0.00085,2e-05,8e-05,5e-05,0.90901,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,9,9,0,0,False
external_cpgm_if_t2,prebuilt,external_cpgm_if_t2,20260703T080243Z,0,rdf2pg_sdm,0.94533,0.00098,0.00178,0.01471,0.00324,0.00099,3e-05,0.00011,5e-05,0.92387,1.0,True,5,5,0,0.63636,False,11,7,4,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t2,prebuilt,external_cpgm_if_t2,20260703T080243Z,1,rdf2pg_sdm,0.94784,0.0008,0.00161,0.01373,0.00277,0.0008,2e-05,8e-05,5e-05,0.92834,1.0,True,5,5,0,0.63636,False,11,7,4,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t2,prebuilt,external_cpgm_if_t2,20260703T080243Z,2,rdf2pg_sdm,1.01972,0.00126,0.00174,0.01666,0.00403,0.00127,3e-05,0.00012,7e-05,0.99519,1.0,True,5,5,0,0.63636,False,11,7,4,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t3,prebuilt,external_cpgm_if_t3,20260703T080247Z,0,rdf2pg_sdm,0.93308,0.00095,0.00164,0.01402,0.00317,0.00096,3e-05,9e-05,5e-05,0.91255,1.0,True,5,5,0,0.72727,False,11,8,3,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t3,prebuilt,external_cpgm_if_t3,20260703T080247Z,1,rdf2pg_sdm,1.08681,0.0009,0.00164,0.01637,0.00286,0.00091,2e-05,8e-05,5e-05,1.06445,1.0,True,5,5,0,0.72727,False,11,8,3,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t3,prebuilt,external_cpgm_if_t3,20260703T080247Z,2,rdf2pg_sdm,0.97925,0.00085,0.00164,0.01422,0.00289,0.00086,2e-05,9e-05,5e-05,0.959,1.0,True,5,5,0,0.72727,False,11,8,3,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t4,prebuilt,external_cpgm_if_t4,20260703T080252Z,0,rdf2pg_sdm,0.90574,0.0008,0.00165,0.0142,0.00275,0.0008,2e-05,7e-05,9e-05,0.88564,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t4,prebuilt,external_cpgm_if_t4,20260703T080252Z,1,rdf2pg_sdm,0.90893,0.00084,0.00169,0.01597,0.0029,0.00085,2e-05,7e-05,5e-05,0.88693,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_if_t4,prebuilt,external_cpgm_if_t4,20260703T080252Z,2,rdf2pg_sdm,0.89259,0.00084,0.00178,0.01438,0.0027,0.00085,2e-05,7e-05,5e-05,0.87233,1.0,True,5,5,0,0.81818,False,11,9,2,0,0.0,1.0,True,8,8,0,0,False
external_cpgm_ip_t1,prebuilt,external_cpgm_ip_t1,20260703T080225Z,0,rdf2pg_sdm,0.93015,0.00085,0.00186,0.01385,0.0027,0.00086,2e-05,7e-05,5e-05,0.91029,0.8,False,5,4,1,1.0,True,11,9,0,2,0.18182,1.0,True,7,7,0,0,False
external_cpgm_ip_t1,prebuilt,external_cpgm_ip_t1,20260703T080225Z,1,rdf2pg_sdm,1.0203,0.00079,0.0017,0.01362,0.00277,0.00079,2e-05,7e-05,5e-05,1.00085,0.8,False,5,4,1,1.0,True,11,9,0,2,0.18182,1.0,True,7,7,0,0,False
external_cpgm_ip_t1,prebuilt,external_cpgm_ip_t1,20260703T080225Z,2,rdf2pg_sdm,0.99619,0.00082,0.00167,0.01382,0.00281,0.00083,2e-05,7e-05,5e-05,0.97651,0.8,False,5,4,1,1.0,True,11,9,0,2,0.18182,1.0,True,7,7,0,0,False
external_cpgm_ip_t2,prebuilt,external_cpgm_ip_t2,20260703T080230Z,0,rdf2pg_sdm,1.04778,0.0008,0.00169,0.01407,0.00281,0.0008,3e-05,7e-05,4e-05,1.02776,0.6,False,5,3,2,1.0,True,11,7,0,4,0.36364,1.0,True,6,6,0,0,False
external_cpgm_ip_t2,prebuilt,external_cpgm_ip_t2,20260703T080230Z,1,rdf2pg_sdm,0.94504,0.00078,0.00168,0.01467,0.00321,0.00079,3e-05,7e-05,4e-05,0.92408,0.6,False,5,3,2,1.0,True,11,7,0,4,0.36364,1.0,True,6,6,0,0,False
external_cpgm_ip_t2,prebuilt,external_cpgm_ip_t2,20260703T080230Z,2,rdf2pg_sdm,0.95919,0.00076,0.002,0.01356,0.00268,0.00077,3e-05,7e-05,4e-05,0.93955,0.6,False,5,3,2,1.0,True,11,7,0,4,0.36364,1.0,True,6,6,0,0,False
external_cpgm_ip_t3,prebuilt,external_cpgm_ip_t3,20260703T080234Z,0,rdf2pg_sdm,0.96427,0.00079,0.00166,0.01376,0.00286,0.0008,3e-05,7e-05,4e-05,0.94458,0.6,False,5,3,2,1.0,True,11,9,0,2,0.18182,1.0,True,6,6,0,0,False
external_cpgm_ip_t3,prebuilt,external_cpgm_ip_t3,20260703T080234Z,1,rdf2pg_sdm,1.27519,0.00089,0.00185,0.02103,0.00341,0.00089,3e-05,8e-05,5e-05,1.0821,0.6,False,5,3,2,1.0,True,11,9,0,2,0.18182,1.0,True,6,6,0,0,False
external_cpgm_ip_t3,prebuilt,external_cpgm_ip_t3,20260703T080234Z,2,rdf2pg_sdm,0.98511,0.00085,0.00167,0.01493,0.00287,0.00085,3e-05,7e-05,5e-05,0.96415,0.6,False,5,3,2,1.0,True,11,9,0,2,0.18182,1.0,True,6,6,0,0,False
external_cpgm_ir_t1,prebuilt,external_cpgm_ir_t1,20260703T080256Z,0,rdf2pg_sdm,0.84738,0.00084,0.00242,0.01401,0.00292,0.00084,3e-05,7e-05,5e-05,0.82656,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.5,False,8,0,8,0,True
external_cpgm_ir_t1,prebuilt,external_cpgm_ir_t1,20260703T080256Z,1,rdf2pg_sdm,0.88992,0.00086,0.00174,0.01743,0.00284,0.00086,3e-05,8e-05,5e-05,0.86643,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.5,False,8,0,8,0,True
external_cpgm_ir_t1,prebuilt,external_cpgm_ir_t1,20260703T080256Z,2,rdf2pg_sdm,0.90536,0.00094,0.00174,0.01474,0.00299,0.00094,3e-05,8e-05,6e-05,0.88432,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.5,False,8,0,8,0,True
external_cpgm_ir_t2,prebuilt,external_cpgm_ir_t2,20260703T080300Z,0,rdf2pg_sdm,0.90409,0.00084,0.00165,0.01621,0.00349,0.00085,3e-05,8e-05,5e-05,0.88126,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.0,False,8,0,0,8,True
external_cpgm_ir_t2,prebuilt,external_cpgm_ir_t2,20260703T080300Z,1,rdf2pg_sdm,0.85682,0.00085,0.00163,0.01374,0.00276,0.00085,3e-05,7e-05,5e-05,0.83725,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.0,False,8,0,0,8,True
external_cpgm_ir_t2,prebuilt,external_cpgm_ir_t2,20260703T080300Z,2,rdf2pg_sdm,0.89433,0.00082,0.0016,0.01375,0.00278,0.00082,3e-05,7e-05,5e-05,0.87481,1.0,True,5,5,0,1.0,True,11,11,0,0,0.0,0.0,False,8,0,0,8,True
watdiv_100k,rdf2pg,cdm,20260703T125200Z,0,rdf2pg_cdm,36.63192,6.27821,0.00182,21.81898,3.47719,6.27822,0.20391,0.42414,0.22878,4.19804,1.0,True,103152,103152,0,0.97247,True,117069,113846,3223,0,0.0,0.52585,False,114157,5901,108256,0,True
watdiv_100k,rdf2pg,cdm,20260703T125200Z,1,rdf2pg_cdm,36.93962,6.34145,0.00183,22.26564,3.51418,6.34147,0.18791,0.39712,0.22066,4.00996,1.0,True,103152,103152,0,0.97247,True,117069,113846,3223,0,0.0,0.52585,False,114157,5901,108256,0,True
watdiv_100k,rdf2pg,cdm,20260703T125200Z,2,rdf2pg_cdm,36.75132,6.24125,0.00171,21.75943,3.64521,6.24126,0.19585,0.38064,0.2439,4.28241,1.0,True,103152,103152,0,0.97247,True,117069,113846,3223,0,0.0,0.52585,False,114157,5901,108256,0,True
watdiv_100k,rdf2pg,gdm,20260703T124815Z,0,rdf2pg_gdm,73.67474,6.47858,0.00216,59.06423,3.59625,6.47859,0.06097,0.33502,0.36287,3.72641,1.0,True,103152,103152,0,0.04802,False,117069,5622,111447,0,0.0,1.0,True,127567,127567,0,0,False
watdiv_100k,rdf2pg,gdm,20260703T124815Z,1,rdf2pg_gdm,74.58498,6.63664,0.002,60.09308,3.57463,6.63665,0.06039,0.32576,0.31408,3.5775,1.0,True,103152,103152,0,0.04802,False,117069,5622,111447,0,0.0,1.0,True,127567,127567,0,0,False
watdiv_100k,rdf2pg,gdm,20260703T124815Z,2,rdf2pg_gdm,73.41609,6.64725,0.00199,58.91539,3.48842,6.64726,0.07765,0.32496,0.34064,3.61881,1.0,True,103152,103152,0,0.04802,False,117069,5622,111447,0,0.0,1.0,True,127567,127567,0,0,False
watdiv_100k,kg2pg,nonparsi,20260703T125610Z,0,kg2pg,46.44476,5.39744,0.00199,31.88115,3.87957,5.39745,0.08237,0.35334,0.26472,4.58328,0.84591,False,103152,87257,15895,0.84594,False,117069,81308,14808,20953,0.17898,0.95918,True,109977,105488,0,4489,False
watdiv_100k,kg2pg,nonparsi,20260703T125610Z,1,kg2pg,46.46198,5.57307,0.00203,31.16129,3.80506,5.57308,0.07857,0.33872,0.23788,5.26444,0.84591,False,103152,87257,15895,0.84594,False,117069,81308,14808,20953,0.17898,0.95918,True,109977,105488,0,4489,False
watdiv_100k,kg2pg,nonparsi,20260703T125610Z,2,kg2pg,46.85266,5.45052,0.00203,31.85717,4.15394,5.45053,0.07786,0.32397,0.2919,4.69437,0.84591,False,103152,87257,15895,0.84594,False,117069,81308,14808,20953,0.17898,0.95918,True,109977,105488,0,4489,False
watdiv_100k,kg2pg,parsi,20260703T125356Z,0,kg2pg,42.43967,6.33065,0.00206,27.49429,3.62232,6.33066,0.08528,0.3039,0.23436,4.36595,0.84591,False,103152,87257,15895,0.93391,False,117069,89764,6352,20953,0.17898,1.0,True,100999,100999,0,0,False
